################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         1          1   0.0000000000000000E+00   2.7130087986651058E-01   4.0474829499126980E-02   3.4133226595794833E-02
         1          2   0.0000000000000000E+00   3.9521006441658557E-01   6.4143457100766160E-02   6.4773918725842358E-02
         1          3   0.0000000000000000E+00   4.0168290533602280E-01   6.0876820951783032E-02   5.3496624280751498E-02
         1          4   0.0000000000000000E+00   2.4046181592039120E-01   3.4700531203649736E-02   3.6251992734269961E-02
         1          5   0.0000000000000000E+00   2.4741540793141939E-01   3.4172350815208662E-02   3.0540296313291197E-02
         1          6   0.0000000000000000E+00   7.5654601524906329E-02   8.5735514413905600E-03   8.2210509430092060E-03
         1          7   0.0000000000000000E+00   7.7250416149065762E-02   8.5749269066026281E-03   9.7403398931055919E-03
         1          8   0.0000000000000000E+00   8.1172777817268421E-02   9.1766806539386094E-03   8.6850884527774706E-03
         1          9   0.0000000000000000E+00   1.9398115570470859E-02   1.1255833825452998E-03   1.3032658781934716E-03
         1         10   0.0000000000000000E+00   2.3133128005496775E+00   6.6930753111871799E-01   3.8405990697235504E-01
         1         11   0.0000000000000000E+00   3.0010780517580606E+00   6.9240765094670820E-01   6.0976317667894475E-01
         1         12   0.0000000000000000E+00   2.4911561244419174E+00   5.2474262827391782E-01   4.2396521753222555E-01
         1         13   0.0000000000000000E+00   2.9826262711294014E+00   9.8755229436424063E-01   5.3109452823821013E-01
         1         14   0.0000000000000000E+00   2.7437748285192898E+00   6.2812824505449405E-01   5.0579507113722211E-01
         1         15   0.0000000000000000E+00   3.5934987016583713E+00   1.2114046319361429E+00   6.4757060805302435E-01
         1         16   0.0000000000000000E+00   4.6057570471934381E+00   1.1120956976675271E+00   9.6293137748197155E-01
         1         17   0.0000000000000000E+00   1.0082881183212051E+00   3.3960050911049278E-01   1.9153776206656961E-01
         1         18   0.0000000000000000E+00   1.2682336977508362E+00   3.2087920750959936E-01   2.8296140074724963E-01
         1         19   0.0000000000000000E+00   9.4491266385583728E-01   2.2336231502183884E-01   1.8616801034766015E-01
         1         20   0.0000000000000000E+00   8.4763975574962789E+00   2.6928687993349620E+00   1.4556089305200945E+00
         1         21   0.0000000000000000E+00   1.0748267047165838E+01   2.5977430806024548E+00   2.2607625570896883E+00
         1         22   0.0000000000000000E+00   8.3310838761832677E+00   1.8341330690594899E+00   1.4651804756012796E+00
         1         23   0.0000000000000000E+00   5.4920720965717127E+00   1.2178205871555245E+00   9.8797004960982138E-01
         1         24   0.0000000000000000E+00   7.0984783855438751E+00   2.3477856562042314E+00   1.2612783900787043E+00
         1         25   0.0000000000000000E+00   8.9648578154867344E+00   2.1933178868445093E+00   1.9275329214279537E+00
         1         26   0.0000000000000000E+00   2.0151086797308353E+00   6.7545437956803001E-01   3.4427673509441870E-01
         1         27   0.0000000000000000E+00   2.4366353981449738E+00   6.1930737508798384E-01   5.4233677111445466E-01
         1         28   0.0000000000000000E+00   1.9107057977638786E+00   4.1101773079676418E-01   3.3454421053443456E-01
         1         29   0.0000000000000000E+00   3.7491201589131475E+00   1.2320547061134770E+00   6.6705820881210176E-01
         1         30   0.0000000000000000E+00   4.6463682690736192E+00   1.1784590436304598E+00   1.0310764822638336E+00
